Platform,Category,Problem Name,URL,Difficulty,Key Concept,Chapter
GeeksforGeeks,Math,Modular Multiplicative Inverse,https://www.geeksforgeeks.org/problems/modular-multiplicative-inverse/0,Medium,Extended Euclidean,9. Distance and Midpoint
LintCode,Math,733. Build Post Office,https://www.lintcode.com/problem/733/,Hard,Manhattan,9. Distance and Midpoint
AtCoder,Math,Good Distance,https://atcoder.jp/contests/abc133/tasks/abc133_b,47,Difficulty: 47,9. Distance and Midpoint
AtCoder,Math,Distance Sequence,https://atcoder.jp/contests/abc253/tasks/abc253_e,1073,Difficulty: 1073,9. Distance and Midpoint
AtCoder,Math,Distance Queries on a Tree,https://atcoder.jp/contests/abc294/tasks/abc294_g,1702,Difficulty: 1702,9. Distance and Midpoint
AtCoder,Math,Tile Distance,https://atcoder.jp/contests/abc353/tasks/abc353_f,2201,Difficulty: 2201,9. Distance and Midpoint
AtCoder,Math,Distance Component Size Query,https://atcoder.jp/contests/abc356/tasks/abc356_f,2152,Difficulty: 2152,9. Distance and Midpoint
AtCoder,Math,Tile Distance 2,https://atcoder.jp/contests/abc359/tasks/abc359_c,828,Difficulty: 828,9. Distance and Midpoint
AtCoder,Math,Keep Distance,https://atcoder.jp/contests/abc382/tasks/abc382_d,685,Difficulty: 685,9. Distance and Midpoint
AtCoder,Math,Distance Indicators,https://atcoder.jp/contests/abc417/tasks/abc417_c,206,Difficulty: 206,9. Distance and Midpoint
AtCoder,Math,Neighbor Distance,https://atcoder.jp/contests/abc430/tasks/abc430_d,982,Difficulty: 982,9. Distance and Midpoint
AtCoder,Math,Comfortable Distance,https://atcoder.jp/contests/abc449/tasks/abc449_c,323,Difficulty: 323,9. Distance and Midpoint
AtCoder,Math,Tree Distance,https://atcoder.jp/contests/abc451/tasks/abc451_e,1215,Difficulty: 1215,9. Distance and Midpoint
AtCoder,Math,2nd Greatest Distance,https://atcoder.jp/contests/arc121/tasks/arc121_a,459,Difficulty: 459,9. Distance and Midpoint
AtCoder,Math,Equal Hamming Distances,https://atcoder.jp/contests/arc151/tasks/arc151_a,355,Difficulty: 355,9. Distance and Midpoint
AtCoder,Math,Social Distance on Graph,https://atcoder.jp/contests/arc165/tasks/arc165_c,1743,Difficulty: 1743,9. Distance and Midpoint
AtCoder,Math,Hamming Distance is not 1,https://atcoder.jp/contests/arc213/tasks/arc213_b,2313,Difficulty: 2313,9. Distance and Midpoint
HackerRank,Math,Minimal Distance to Pi,https://www.hackerrank.com/challenges/minimal-distance-to-pi/problem,Hard,Number Theory,9. Distance and Midpoint
CSES,DP on Strings,1639 - Edit Distance,https://cses.fi/problemset/task/1639,1500,Edit Distance / Levenshtein,9. Distance and Midpoint
CSES,DP on Trees,1132 - Tree Distances I,https://cses.fi/problemset/task/1132,1600,Tree DP Rerooting,9. Distance and Midpoint
CSES,DP on Trees,1133 - Tree Distances II,https://cses.fi/problemset/task/1133,1600,Tree DP / Sum of Distances,9. Distance and Midpoint
GeeksforGeeks,1D DP,Count number of ways to cover a distance,https://www.geeksforgeeks.org/count-number-of-ways-to-cover-a-distance/,Easy,Count ways to cover distance with 1 2 3 steps,9. Distance and Midpoint
GeeksforGeeks,DP on Strings,Edit Distance,https://www.geeksforgeeks.org/edit-distance-dp-5/,Medium,Min operations to convert string A to B,9. Distance and Midpoint
GeeksforGeeks,DP on Trees,Distance between Two Nodes in Tree,https://www.geeksforgeeks.org/distance-between-two-nodes-in-a-tree-using-dp/,Medium,Find distance between any two nodes using LCA DP,9. Distance and Midpoint
UVa,1D DP,907 - Winterim Path,https://onlinejudge.org/external/9/907.pdf,4,DP on intervals - min max distance with k rest stops,9. Distance and Midpoint
SPOJ,DP on Strings,EDIST - Edit distance,https://www.spoj.com/problems/EDIST/,Easy,Standard edit distance (Levenshtein distance),9. Distance and Midpoint
LightOJ,DP on Strings,1073 - DNA Sequence,https://lightoj.com/problem/dna-sequence,Medium,Edit distance variant for DNA sequences,9. Distance and Midpoint
UVa,DP on Strings,164 - String Computer,https://onlinejudge.org/external/1/164.pdf,3,Edit Distance / Levenshtein distance with operations,9. Distance and Midpoint
UVa,DP on Strings,526 - String Distance and Edit Process,https://onlinejudge.org/external/5/526.pdf,3,Edit Distance with path reconstruction,9. Distance and Midpoint
UVa,DP with Bitmask,10911 - Forming Quiz Teams,https://onlinejudge.org/external/109/10911.pdf,3,Bitmask DP / min total distance pairing students into teams,9. Distance and Midpoint
LightOJ,DP on Trees,1257 - Farthest Nodes in a Tree (II),https://lightoj.com/problem/farthest-nodes-in-a-tree-ii,Medium,Tree DP / farthest distance from each node in tree,9. Distance and Midpoint
GeeksforGeeks,DP on Strings,Minimum number of deletions and insertions to transform,https://www.geeksforgeeks.org/minimum-number-of-deletions-and-insertions-to-transform-one-string-into-another/,Medium,Edit distance variant (min del+ins),9. Distance and Midpoint
AtCoder,Tree DP,typical90 039 - Tree Distance,https://atcoder.jp/contests/typical90/tasks/typical90_am,500,Tree DP,9. Distance and Midpoint
CSES,Tree Algorithms,Distance Queries,https://cses.fi/problemset/task/1135,Normal,LCA,9. Distance and Midpoint
AtCoder,ABC,ABC301 F - Anti-Distance,https://atcoder.jp/contests/abc301/tasks/abc301_f,2600,Graph / DP / Counting,9. Distance and Midpoint
SPOJ,Tree,DISQUERY - Distance Query,https://www.spoj.com/problems/DISQUERY/,Medium,LCA / Binary Lifting,9. Distance and Midpoint
Kattis,MST - Manhattan,Grid MST,https://open.kattis.com/problems/gridmst,Medium,Minimum Spanning Tree / Manhattan,9. Distance and Midpoint
GeeksforGeeks,BS on Answer,Aggressive Cows,https://www.geeksforgeeks.org/aggressive-cows/,Medium,Maximize min distance,9. Distance and Midpoint
GeeksforGeeks,BS on Answer,Minimize Max Distance to Gas Station,https://www.geeksforgeeks.org/minimize-maximum-distance-between-gas-stations/,Hard,BS on distance,9. Distance and Midpoint
LightOJ,BS on Answer,1156 - Jumping Frogs,https://lightoj.com/problem/1156,Medium,Maximize minimum distance,9. Distance and Midpoint
AtCoder,BS on Answer,Distance on Axis,https://atcoder.jp/contests/abc405/tasks/abc405_d,876,BS on absolute value,9. Distance and Midpoint
UVa,Classic,The Hamming Distance Problem,https://onlinejudge.org/external/7/729.pdf,Level 1,Bit permutation generation,9. Distance and Midpoint
Codeforces,Bitmask / Subset Enumeration,1935E - Distance Learning Courses in MAC,https://codeforces.com/contest/1935/problem/E,2400,"bitmasks, brute force, data structures, greedy, math",9. Distance and Midpoint
Codeforces,Bitmask / Subset Enumeration,1918C - XOR-distance,https://codeforces.com/contest/1918/problem/C,1400,"bitmasks, greedy, implementation, math",9. Distance and Midpoint
Codeforces,Bitmask / Subset Enumeration,1553H - XOR and Distance,https://codeforces.com/contest/1553/problem/H,2900,"bitmasks, divide and conquer, trees",9. Distance and Midpoint
HackerEarth,Basic Bit Operations,Hamming Sort,https://www.hackerearth.com/practice/basic-programming/bit-manipulation/basics-of-bit-manipulation/practice-problems/algorithm/hamming-sort/,Easy,Hamming distance based sorting,9. Distance and Midpoint
CSES,Bitwise Operations,One Bit Positions,https://cses.fi/problemset/task/1674,Medium,Sum of distances between set bit pairs,9. Distance and Midpoint
GeeksforGeeks,Counting,Count ways to cover distance,https://www.geeksforgeeks.org/problems/count-ways-to-cover-distance,Easy,Counting,9. Distance and Midpoint
BinarySearch,Greedy,Seat Arrangement,https://binarysearch.com/problems/Seat-Arrangement,Medium,Greedy Max Distance,9. Distance and Midpoint
CP-Algorithms,Greedy,Dijkstra Shortest Path,https://cp-algorithms.com/graph/dijkstra.html,Medium,Min Distance Priority Queue,9. Distance and Midpoint
CP-Algorithms,Greedy,Dijkstra on Sparse Graphs,https://cp-algorithms.com/graph/dijkstra_sparse.html,Medium,Min Distance + Adjacency List,9. Distance and Midpoint
LeetCode,Array Greedy,2849. Determine if a Cell Is Reachable at a Given Time,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/,Medium,Greedy Chebyshev distance check,9. Distance and Midpoint
Baeldung,Greedy,Dijkstras Algorithm,https://www.baeldung.com/cs/dijkstra-algorithm,Medium,Min Distance Greedy,9. Distance and Midpoint
HackerEarth,Basics of Greedy Algorithms,Closer,https://www.hackerearth.com/problem/algorithm/closer-142dd040/,Medium,Distance minimization greedy,9. Distance and Midpoint
HackerEarth,Basics of Greedy Algorithms,Manhattan distance,https://www.hackerearth.com/problem/algorithm/manhattan-2fc15b93/,Easy,Distance minimization greedy,9. Distance and Midpoint
HackerEarth,Basics of Greedy Algorithms,Meeting the origin,https://www.hackerearth.com/problem/algorithm/meet-at-origin-97c16088/,Easy,Distance minimization greedy,9. Distance and Midpoint
LintCode,Heap,Rearrange String k Distance Apart,https://www.lintcode.com/problem/907/,Hard,Hash Table Heap Greedy,9. Distance and Midpoint
SPOJ,Simulation,BITMAP - Bitmap,https://www.spoj.com/problems/BITMAP/,Medium,BFS queue distance transform,9. Distance and Midpoint
LintCode,String,Edit Distance,https://www.lintcode.com/problem/119/,Medium,String DP,9. Distance and Midpoint
AtCoder,String,ABC 174 B - Distance,https://atcoder.jp/contests/abc174/tasks/abc174_b,200,String Manipulation,9. Distance and Midpoint
AtCoder,String,ABC 180 B - Various distances,https://atcoder.jp/contests/abc180/tasks/abc180_b,200,String Manipulation,9. Distance and Midpoint
DMOJ,String,Obligatory String Problem,https://dmoj.ca/problem/sac22cc4p2,Easy,String distance,9. Distance and Midpoint
CodeAbbey,String,Levenshtein Distance,https://www.codeabbey.com/index/task_view/levenshtein-distance,Medium,Edit distance,9. Distance and Midpoint
GeeksforGeeks,String,Maximum distance in a string,https://www.geeksforgeeks.org/problems/sonam-gupta-and-her-boyfriend5310/1,Easy,String,9. Distance and Midpoint
AtCoder,Tree Games,ABC 067 D - Fennec vs. Snuke,https://atcoder.jp/contests/abc067/tasks/abc067_d,1200,Tree Game / BFS Distance,9. Distance and Midpoint
AtCoder,Tree Traversal,ABC233 Manhattan Christmas Tree ,https://atcoder.jp/contests/abc233/tasks/abc233_h,2530,Tree,9. Distance and Midpoint
AtCoder,Tree Traversal,ABC437 Manhattan Christmas Tree 2,https://atcoder.jp/contests/abc437/tasks/abc437_f,1332,Tree,9. Distance and Midpoint
CSES,Tree Games,Creating Offices,https://cses.fi/problemset/task/1752,Normal,Greedy max independent set by distance,9. Distance and Midpoint
CSES,Tree Traversal,Monsters,https://cses.fi/problemset/task/1194,Normal,BFS multi-source / tree of distances,9. Distance and Midpoint
CodeChef,Tree Queries,Tree Distance,https://www.codechef.com/problems/TREEDIST,Medium,Tree Queries,9. Distance and Midpoint
GeeksforGeeks,Tree DP,Burn Binary Tree,https://www.geeksforgeeks.org/problems/burn-binary-tree/1,Hard,BFS / Distance Calculation,9. Distance and Midpoint
GeeksforGeeks,LCA,Distance between two given keys,https://www.geeksforgeeks.org/problems/min-distance-between-two-given-nodes-in-a-binary-tree/1,Medium,LCA + Depth,9. Distance and Midpoint
GeeksforGeeks,LCA,Minimum distance between two nodes,https://www.geeksforgeeks.org/problems/minimum-distance-between-two-nodes/1,Medium,LCA + Depth Sum,9. Distance and Midpoint
GeeksforGeeks,LCA,Nodes at given distance in binary tree,https://www.geeksforgeeks.org/problems/nodes-at-given-distance-in-binary-tree/1,Hard,LCA + BFS / DFS,9. Distance and Midpoint
GeeksforGeeks,LCA,Print nodes at distance k from given node,https://www.geeksforgeeks.org/problems/print-all-nodes-at-distance-k-from-a-given-node/1,Hard,LCA + Subtree Traversal,9. Distance and Midpoint
GeeksforGeeks,Tree Traversal,Print nodes at k distance from root,https://www.geeksforgeeks.org/problems/print-nodes-at-k-distance-from-root/1,Easy,Recursion / Queue,9. Distance and Midpoint
Kattis,Tree Properties,Tree Distance,https://open.kattis.com/problems/treedistance,Medium,Tree Queries,9. Distance and Midpoint
Toph,Tree Queries,Distance on Tree,https://toph.co/p/distance-on-tree,Medium,Tree Queries,9. Distance and Midpoint
Kattis,Tree Queries,Tourists,https://open.kattis.com/problems/tourists,Medium,LCA / Tree Distance / Number Theory,9. Distance and Midpoint
GeeksforGeeks,Tree with Data Structures,Sum of Distances in Tree,https://www.geeksforgeeks.org/problems/sum-of-distances-in-tree/1,Hard,Rerooting DP / Fenwick,9. Distance and Midpoint
GeeksforGeeks,Tree with Geometry,Tree Distance with Manhattan Metric,https://www.geeksforgeeks.org/problems/tree-distance-with-manhattan-metric/1,Hard,Tree / Manhattan Distance,9. Distance and Midpoint
GeeksforGeeks,Tree with Geometry,Closest Pair in Tree,https://www.geeksforgeeks.org/problems/closest-pair-in-tree/1,Hard,Tree / Euclidean Distance,9. Distance and Midpoint
Codeforces,Tree with Geometry,1735E - Exchange and Distance,https://codeforces.com/problemset/problem/1735/E,2500,Tree / Manhattan / Geometry Matching,9. Distance and Midpoint
IOI,Tree Games,2007 - Pairs,https://ioinformatics.org/files/ioi2007problem2.pdf,Hard,Tree Game / Distance,9. Distance and Midpoint
Coding Ninjas,Tree Traversal,Nodes at Distance K,https://www.codingninjas.com/studio/problems/nodes-at-distance-k_8230781,Hard,Parent Map / BFS,9. Distance and Midpoint
Techie Delight,Tree Traversal,Nodes at Distance K from Root,https://www.techiedelight.com/print-nodes-at-distance-k-from-root/,Easy,Level Order / DFS,9. Distance and Midpoint
PrepBytes,Tree Traversal,Nodes at Distance K,https://www.prepbytes.com/blog/tree/nodes-at-distance-k/,Hard,Parent Map / BFS,9. Distance and Midpoint
AlgoExpert,Tree Traversal,Find Nodes Distance K,https://www.algoexpert.io/questions/find-nodes-distance-k,Hard,Parent Map / BFS,9. Distance and Midpoint
HackerEarth,Tree Queries,Distance Between Nodes,https://www.hackerearth.com/practice/data-structures/trees/binary-and-nary-trees/practice-problems/distance-between-nodes/,Medium,LCA / Depth,9. Distance and Midpoint
HackerEarth,Advanced Tree,The maximum distance,https://www.hackerearth.com/problem/algorithm/lazy-segment-0186d695/,Medium,Segment Tree,9. Distance and Midpoint
CSES,Range Maximum Query,Maximum Manhattan Distances,https://cses.fi/problemset/task/3410,N/A,CSES Problem Set,9. Distance and Midpoint
AtCoder,Geometry,ABC 269 D - Do use hexagon grid,https://atcoder.jp/contests/abc269/tasks/abc269_d,600,Hexagonal grid,10. Polygon Problems
Baekjoon,Geometry,Polygon,https://www.acmicpc.net/problem/10254,Gold 1,Convex hull / farthest pair,10. Polygon Problems
Baekjoon,Polygon Area,Polygon Area,https://acmicpc.net/problem/2166,Gold 5,Shoelace formula,10. Polygon Problems
CodeChef,Geometry,Convex Polygon,https://codechef.com/problems/convex,Medium,Convex polygon,10. Polygon Problems
CodeChef,Polygon Area,POLYAREA,https://www.codechef.com/problems/POLYAREA,Medium,Shoelace formula,10. Polygon Problems
Codeforces,Geometry,Colorful Polygon,https://codeforces.com/problemset/problem/2122/f,3400,constructive algorithms; divide and conquer; geometry,10. Polygon Problems
Codeforces,Geometry,Gerald's Hexagon,https://codeforces.com/problemset/problem/559/a,1600,brute force; geometry; math,10. Polygon Problems
Codeforces,Geometry,Maximal Area Quadrilateral,https://codeforces.com/problemset/problem/340/b,2100,brute force; geometry,10. Polygon Problems
Codeforces,Geometry,Mister B and Angle in Polygon,https://codeforces.com/problemset/problem/820/b,1300,constructive algorithms; geometry; math,10. Polygon Problems
Codeforces,Geometry,Optimal Polygon Perimeter,https://codeforces.com/problemset/problem/1044/c,2100,dp; geometry,10. Polygon Problems
Codeforces,Geometry,Polygon for the Angle,https://codeforces.com/problemset/problem/1096/c,1600,brute force; geometry,10. Polygon Problems
Codeforces,Geometry,Polygons,https://codeforces.com/problemset/problem/166/b,2100,geometry; sortings,10. Polygon Problems
Codeforces,Geometry,Recover Polygon (medium),https://codeforces.com/problemset/problem/690/b2,2600,geometry,10. Polygon Problems
Codeforces,Geometry,Symmetrical Polygons,https://codeforces.com/problemset/problem/2153/c,1500,constructive algorithms; geometry; greedy; implementation; sortings,10. Polygon Problems
Codeforces,Geometry,The Child and Polygon,https://codeforces.com/problemset/problem/437/e,2500,dp; geometry,10. Polygon Problems
Codeforces,Geometry,Two Regular Polygons,https://codeforces.com/problemset/problem/1312/a,800,geometry; greedy; math; number theory,10. Polygon Problems
Codeforces,Geometry,Volatile Kite,https://codeforces.com/problemset/problem/772/b,1800,geometry,10. Polygon Problems
Codewars,Geometry,Polygon Area,https://codewars.com/kata/polygon-area,5 kyu,Shoelace formula,10. Polygon Problems
DMOJ,Geometry,Polygon Area,https://dmoj.ca/problem/polygonarea,Easy,Shoelace formula,10. Polygon Problems
E-Olymp,Geometry,Quadrilateral,https://e-olymp.com/en/problems/2631,Easy,Quadrilateral area,10. Polygon Problems
E-Olymp,Polygon Area,Polygon Area,https://e-olymp.com/en/problems/2624,Easy,Shoelace formula,10. Polygon Problems
GeeksforGeeks,Polygon Area,Area of a polygon with given n ordered vertices,https://geeksforgeeks.org/area-of-a-polygon-with-given-n-ordered-vertices,Easy,Shoelace formula,10. Polygon Problems
HackerEarth,Geometry,The Star,https://hackerearth.com/problem/algorithm/the-star-2,Medium,Star polygon geometry,10. Polygon Problems
HackerRank,Geometry,Polygon,https://hackerrank.com/challenges/polygon-identification/problem,Easy,Polygon sides,10. Polygon Problems
Kattis,Geometry,Max Area,https://open.kattis.com/problems/maxarea,Medium,Maximum polygon area,10. Polygon Problems
Kattis,Geometry,Polygon Area,https://open.kattis.com/problems/polygonarea,Easy,Polygon area / shoelace,10. Polygon Problems
LeetCode,Geometry,3886. Count Number of Trapezoids I,https://leetcode.com/problems/count-number-of-trapezoids-i/,Medium,Array; Hash Table; Math; Geometry,10. Polygon Problems
LeetCode,Geometry,3897. Count Number of Trapezoids II,https://leetcode.com/problems/count-number-of-trapezoids-ii/,Hard,Array; Hash Table; Math; Geometry,10. Polygon Problems
LeetCode,Geometry,469. Convex Polygon,https://leetcode.com/problems/convex-polygon/,Medium,Array; Math; Geometry,10. Polygon Problems
LightOJ,Geometry,Maximum Area,https://lightoj.com/problem/maximum-area,Medium,Max area polygon,10. Polygon Problems
LightOJ,Geometry,Polygon Area,https://lightoj.com/problem/polygon-area,Easy,Shoelace formula,10. Polygon Problems
SPOJ,Convex Hull,Polygon Union,https://spoj.com/problems/polygon,Hard,Polygon union area,10. Polygon Problems
SPOJ,Geometry,CUTPOLY,https://www.spoj.com/problems/CUTPOLY/,Hard,Polygon cutting,10. Polygon Problems
SPOJ,Geometry,GPOLY,https://www.spoj.com/problems/GPOLY/,Hard,General polygon,10. Polygon Problems
SPOJ,Geometry,Nails,https://spoj.com/problems/nhlf,Medium,Polygon perimeter,10. Polygon Problems
SPOJ,Geometry,Polygon,https://spoj.com/problems/hpynos2,Medium,Polygon / cycle detection,10. Polygon Problems
SPOJ,Geometry,Quadrilateral,https://spoj.com/problems/quadarea,Easy,Quadrilateral area,10. Polygon Problems
SPOJ,Polygon Area,Area,https://spoj.com/problems/shoelace,Easy,Shoelace formula,10. Polygon Problems
Codeforces,Polygons,Simple Polygon Embedding,https://codeforces.com/problemset/problem/1572/A,2000,Polygon in polygon,10. Polygon Problems
Codeforces,Polygons,Not So Simple Polygon Embedding,https://codeforces.com/problemset/problem/1610/C,2200,Polygon containment,10. Polygon Problems
Codeforces,Polygons,Aerodynamic,https://codeforces.com/contest/1299/problem/B,1900,Minkowski sum polygon similarity,10. Polygon Problems
Codeforces,Polygons,Tower Capturing,https://codeforces.com/problemset/problem/1971/E,3300,Combinatorial geometry + DP,10. Polygon Problems
Codeforces,Polygons,Fractal Origami,https://codeforces.com/problemset/problem/1942/E,2700,Fractal geometry,10. Polygon Problems
Codeforces,Polygons,Kevin and Geometry,https://codeforces.com/problemset/problem/2048/E,2100,Geometric construction,10. Polygon Problems
Codeforces,Polygons,New Year and North Pole,https://codeforces.com/problemset/problem/750/A,800,Direction on Earth (spherical),10. Polygon Problems
Codeforces,Polygons,Two Regular Polygons,https://codeforces.com/problemset/problem/1317/A,900,Regular polygon vertices,10. Polygon Problems
Codeforces,Polygons,2D Traveling,https://codeforces.com/problemset/problem/1869/A,800,2D plane travel,10. Polygon Problems
Codeforces,Polygons,Rudolph and Christmas Tree,https://codeforces.com/problemset/problem/1846/B,800,Tree geometry,10. Polygon Problems
Codeforces,Polygons,Not Splitting,https://codeforces.com/problemset/problem/1620/D,1700,Partition geometry,10. Polygon Problems
Codeforces,Polygons,Symmetrical Polygons,https://codeforces.com/problemset/problem/1660/C,1200,Polygon symmetry,10. Polygon Problems
Codeforces,Polygons,Series of Crimes,https://codeforces.com/problemset/problem/1810/B,900,Crime pattern geometry,10. Polygon Problems
CodeChef,Polygons,Area OR Perimeter,https://www.codechef.com/problems/AREAPERI,—,Area vs perimeter comparison,10. Polygon Problems
HackerRank,Polygons,Compute the Area of a Polygon,https://www.hackerrank.com/challenges/lambda-march-compute-the-area-of-a-polygon,—,Shoelace formula,10. Polygon Problems
CSES,Polygons,Polygon Area,https://cses.fi/problemset/task/2191,—,Shoelace formula,10. Polygon Problems
CSES,Polygons,Convex Hull,https://cses.fi/problemset/task/2195,—,Graham Scan / Monotone Chain,10. Polygon Problems
CSES,Polygons,Robot Path,https://cses.fi/problemset/task/2282,—,Robot path geometry,10. Polygon Problems
AtCoder,Polygons,ABC117B - Polygon,https://atcoder.jp/contests/abc117/tasks/abc117_b,258,Polygon existence theorem,10. Polygon Problems
AtCoder,Polygons,ABC022D - Big Bang,https://atcoder.jp/contests/abc022/tasks/abc022_d,1857,Convex hull expansion,10. Polygon Problems
AtCoder,Polygons,ABC139F - Engines,https://atcoder.jp/contests/abc139/tasks/abc139_f,2034,Vector sum maximization,10. Polygon Problems
AtCoder,Polygons,ABC286H - Don't Swim,https://atcoder.jp/contests/abc286/tasks/abc286_h,2526,Shortest path avoiding convex polygon,10. Polygon Problems
UVa,Polygons,10002 - Center of Masses,https://onlinejudge.org/external/100/10002.html,--,Centroid of polygon,10. Polygon Problems
UVa,Polygons,10065 - Useless Tile Packers,https://onlinejudge.org/external/100/10065.html,--,Convex hull area ratio,10. Polygon Problems
UVa,Polygons,10078 - The Art Gallery,https://onlinejudge.org/external/100/10078.html,--,Convex polygon check,10. Polygon Problems
UVa,Polygons,218 - Moth Eradication,https://onlinejudge.org/external/2/218.html,--,Convex hull perimeter,10. Polygon Problems
UVa,Polygons,132 - Bumpy Objects,https://onlinejudge.org/external/1/132.html,--,Minimum area convex polygon covering,10. Polygon Problems
UVa,Polygons,152 - Tree's a Crowd,https://onlinejudge.org/external/1/152.html,--,Closest pair 3D,10. Polygon Problems
Project Euler,Polygons,#382 - Generating Polygons,https://projecteuler.net/problem=382,--,Polygon generation from set of side lengths,10. Polygon Problems
Project Euler,Polygons,#564 - Maximal Polygons,https://projecteuler.net/problem=564,--,Max area polygon from random split segment,10. Polygon Problems
Codeforces,Polygons,270A - Fancy Fence,https://codeforces.com/contest/270/problem/A,800,Regular polygon from interior angle,10. Polygon Problems
Codeforces,Polygons,1312A - Two Regular Polygons,https://codeforces.com/contest/1312/problem/A,800,Regular polygon inscribed in regular polygon,10. Polygon Problems
LeetCode,Matrix,1990. Get Biggest Three Rhombus Sums in a Grid,https://leetcode.com/problems/get-biggest-three-rhombus-sums-in-a-grid/,Medium,LeetCode Problem,10. Polygon Problems
LeetCode,Math,2550. Count Collisions of Monkeys on a Polygon,https://leetcode.com/problems/count-collisions-of-monkeys-on-a-polygon/,Medium,"Math, Recursion",10. Polygon Problems
LeetCode,Array,2971. Find Polygon With the Largest Perimeter,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/,Medium,"Array, Greedy, Sorting, Prefix Sum",10. Polygon Problems
Codeforces,brute force,1421D. Hexagons,https://codeforces.com/problemset/problem/1421/D,Medium (1900),"brute force, constructive algorithms, greedy, implementation, math, shortest paths",10. Polygon Problems
Codeforces,dp,1360E. Polygon,https://codeforces.com/problemset/problem/1360/E,Medium (1300),"dp, graphs, implementation, shortest paths",10. Polygon Problems
Codeforces,dp,1180A. Alex and a Rhombus,https://codeforces.com/problemset/problem/1180/A,Easy (800),"dp, implementation, math",10. Polygon Problems
Codeforces,data structures,690B3. Recover Polygon (hard),https://codeforces.com/problemset/problem/690/B3,Hard (2600),data structures,10. Polygon Problems
Codeforces,General,690B1. Recover Polygon (easy),https://codeforces.com/problemset/problem/690/B1,Medium (1700),N/A,10. Polygon Problems
Codeforces,math,630D. Hexagons!,https://codeforces.com/problemset/problem/630/D,Easy (1100),math,10. Polygon Problems
Codeforces,constructive algorithms,306D. Polygon,https://codeforces.com/problemset/problem/306/D,Hard (2300),"constructive algorithms, geometry",10. Polygon Problems
Codeforces,brute force,263E. Rhombus,https://codeforces.com/problemset/problem/263/E,Hard (2500),"brute force, data structures, dp",10. Polygon Problems
Codeforces,implementation,216A. Tiling with Hexagons,https://codeforces.com/problemset/problem/216/A,Easy (1200),"implementation, math",10. Polygon Problems
Codeforces,*special,188A. Hexagonal Numbers,https://codeforces.com/problemset/problem/188/A,Easy (1100),*special,10. Polygon Problems
Codeforces,*special,162A. Pentagonal numbers,https://codeforces.com/problemset/problem/162/A,Easy (1100),"*special, implementation",10. Polygon Problems
Codeforces,*special,130A. Hexagonal numbers,https://codeforces.com/problemset/problem/130/A,Easy (900),"*special, implementation",10. Polygon Problems
Codeforces,combinatorics,51E. Pentagon,https://codeforces.com/problemset/problem/51/E,Hard (2400),"combinatorics, graphs, matrices",10. Polygon Problems
AtCoder,Math,Trapezoid Sum,https://atcoder.jp/contests/abc181/tasks/abc181_b,Easy,sum,10. Polygon Problems
E-Olymp,Math,Area of a Polygon,https://www.e-olymp.com/en/problems/60,Very Easy,Geometry,10. Polygon Problems
E-Olymp,Math,Quadrilateral,https://www.e-olymp.com/en/problems/144,Very Easy,Geometry,10. Polygon Problems
E-Olymp,Math,Polygonal chain - 2,https://www.e-olymp.com/en/problems/150,Hard,Geometry,10. Polygon Problems
E-Olymp,Math,Polygon,https://www.e-olymp.com/en/problems/151,Very Easy,Geometry,10. Polygon Problems
E-Olymp,Math,Quadrilateral - 2,https://www.e-olymp.com/en/problems/200,Easy,Geometry,10. Polygon Problems
Kattis,Math,Janitor Troubles,https://open.kattis.com/problems/janitortroubles,Medium,Geometry / Quadrilateral,10. Polygon Problems
Kattis,Math,Plot Polygon,https://open.kattis.com/problems/plotpolygon,Medium,Geometry / Polygon Area,10. Polygon Problems
Project Euler,Math,44. Pentagon Numbers,https://projecteuler.net/problem=44,Medium,Number Theory,10. Polygon Problems
Project Euler,Math,128. Hexagonal Tile Differences,https://projecteuler.net/problem=128,Very Hard,Geometry,10. Polygon Problems
Project Euler,Math,177. Integer Angled Quadrilaterals,https://projecteuler.net/problem=177,Very Hard,Number Theory,10. Polygon Problems
Project Euler,Math,311. Biclinic Integral Quadrilaterals,https://projecteuler.net/problem=311,Very Hard,Number Theory,10. Polygon Problems
Project Euler,Math,351. Hexagonal Orchards,https://projecteuler.net/problem=351,Very Hard,Geometry,10. Polygon Problems
Project Euler,Math,453. Lattice Quadrilaterals,https://projecteuler.net/problem=453,Very Hard,Combinatorics / Grid,10. Polygon Problems
Project Euler,Math,465. Polar Polygons,https://projecteuler.net/problem=465,Very Hard,Geometry,10. Polygon Problems
Project Euler,Math,538. Maximum Quadrilaterals,https://projecteuler.net/problem=538,Very Hard,Number Theory,10. Polygon Problems
Project Euler,Math,577. Counting Hexagons,https://projecteuler.net/problem=577,Very Hard,Geometry,10. Polygon Problems
Project Euler,Math,594. Rhombus Tilings,https://projecteuler.net/problem=594,Very Hard,Number Theory,10. Polygon Problems
Project Euler,Math,600. Integer Sided Equiangular Hexagons,https://projecteuler.net/problem=600,Very Hard,Geometry,10. Polygon Problems
Project Euler,Math,667. Moving Pentagon,https://projecteuler.net/problem=667,Very Hard,Number Theory,10. Polygon Problems
Project Euler,Math,742. Minimum Area of a Convex Grid Polygon,https://projecteuler.net/problem=742,Very Hard,Game Theory / Combinatorics,10. Polygon Problems
